	7.43007e-05	6.00937e-05	8.76912e-05	7.6097e-05	8.45885e-05	0.000101572	9.37332e-05	0.000117575	0.000145172	0.000145335	0.000160849	0.000171953	0.000185507	0.000215227	0.000238742	0.000238742	0.000267972	0.000244621	0.000257685	0.000201347	0.000195795	0.000145499	0.000137824	0.000114145	0.000104348	9.40598e-05	0.000101082
	6.80954e-05	8.76912e-05	8.08326e-05	8.13225e-05	0.000101898	0.000118555	0.000127373	0.000142723	0.000158889	0.000170647	0.000197917	0.000225188	0.000240212	0.000272871	0.000321698	0.000356317	0.000360073	0.0003426	0.000308797	0.000267156	0.000199224	0.000183057	0.000138477	0.00010843	0.000110063	9.83055e-05	8.55683e-05
	7.57704e-05	8.40986e-05	9.87954e-05	9.40598e-05	0.000105001	0.000127373	0.000147295	0.000161175	0.000205756	0.000226985	0.000258828	0.000284792	0.000349622	0.000404	0.000435353	0.000500346	0.000486139	0.000460991	0.000375913	0.000307001	0.000234823	0.000205429	0.000150888	0.000146642	0.000116922	0.000114799	8.52417e-05
	8.73646e-05	9.22635e-05	0.000105817	0.000105817	0.0001406	0.000159379	0.000167381	0.000200367	0.000229107	0.000287405	0.000335904	0.000387343	0.000483363	0.000591793	0.000705775	0.000791507	0.000717532	0.000624452	0.000476504	0.000390936	0.000286099	0.000247887	0.000190406	0.000150071	0.000141416	0.000103694	8.76912e-05
	8.01794e-05	9.71624e-05	0.000115615	0.000127699	0.000138967	0.000189589	0.000204939	0.000258501	0.000305858	0.000366768	0.000472095	0.00064911	0.00085405	0.00109524	0.00121347	0.00126115	0.00116611	0.000985668	0.000714266	0.000497733	0.000358276	0.00026487	0.00021784	0.000173259	0.000133741	0.000113166	9.27534e-05
	0.000101572	0.000111043	0.000128189	0.000178812	0.000200204	0.00023319	0.00027728	0.00034015	0.00042082	0.000539701	0.000731739	0.00110439	0.00142837	0.00203257	0.00236227	0.00225058	0.00214737	0.00144209	0.00109116	0.00068226	0.000460828	0.000323167	0.00025001	0.000164931	0.000147295	0.000127209	0.00012427
	0.000121331	0.00014158	0.000170973	0.000194325	0.000236946	0.000271565	0.000359909	0.000452173	0.000580525	0.000808326	0.00121853	0.00197934	0.00286213	0.00364743	0.00458231	0.00435892	0.00369822	0.00248001	0.00151198	0.00094762	0.000592773	0.000376729	0.00026242	0.000202327	0.000183057	0.000147295	0.000129496
	0.000134068	0.000167054	0.000174892	0.000222412	0.000289528	0.000337864	0.000409062	0.000580199	0.000847191	0.00127079	0.00206654	0.00328001	0.00508315	0.00723738	0.00781006	0.00736965	0.00517802	0.00354651	0.00200138	0.00117591	0.000639476	0.00043323	0.000307327	0.000239885	0.000219963	0.000176689	0.000161502
	0.000181424	0.00018665	0.000219473	0.000261114	0.000309613	0.000443845	0.000559623	0.000812735	0.00120547	0.00197264	0.00341065	0.00574989	0.00869334	0.0110698	0.0123777	0.0108255	0.00754193	0.00459489	0.00269556	0.00138722	0.000837557	0.000530556	0.000347009	0.00027924	0.00021735	0.000212288	0.000161175
	0.000196448	0.000227964	0.00024952	0.000313206	0.000396325	0.000474545	0.000671972	0.00101261	0.00158693	0.00291046	0.00522342	0.00800341	0.0124327	0.015908	0.0166525	0.0133807	0.00964309	0.00617055	0.00315966	0.00173684	0.000932596	0.000583301	0.000398938	0.0003119	0.000270912	0.000217677	0.000181424
	0.000193998	0.000236946	0.000285935	0.00032725	0.00042082	0.000567461	0.00077632	0.00126328	0.00208238	0.00350242	0.0066451	0.0107777	0.0145335	0.0191034	0.0174752	0.0157744	0.0109699	0.0065819	0.0037361	0.00198554	0.00103564	0.000644212	0.000451846	0.000342436	0.000284302	0.000245274	0.000201347
	0.000222739	0.000240702	0.000276464	0.000357623	0.000433067	0.000577096	0.000796079	0.0012783	0.0022852	0.00394741	0.00664265	0.0115506	0.0161074	0.019683	0.0190958	0.0140856	0.0105615	0.00656426	0.00363796	0.00193492	0.00105556	0.000659888	0.00048124	0.000362685	0.00031092	0.00026585	0.000215554
	0.000190732	0.000217513	0.000276301	0.000332639	0.000443191	0.000562562	0.000797712	0.00125609	0.00221367	0.0041984	0.00750241	0.0109134	0.0155548	0.016412	0.0171517	0.0144091	0.00915025	0.00597688	0.00334876	0.00195827	0.00104837	0.00063768	0.000456745	0.000373953	0.000295406	0.000238742	0.000219146
	0.000175056	0.000209675	0.000248867	0.000322187	0.000400407	0.000537251	0.000724881	0.00114325	0.00192284	0.00349948	0.00633352	0.00880504	0.0117295	0.0140863	0.0127358	0.0110022	0.00760937	0.0051323	0.00305907	0.00162057	0.00097685	0.00060698	0.000435516	0.000334435	0.000274178	0.000242988	0.000198081
	0.000159869	0.000182078	0.000203633	0.000292141	0.000344886	0.000471605	0.000633434	0.000974727	0.0016178	0.00286343	0.00453593	0.00655267	0.00773462	0.00978075	0.00940859	0.00769804	0.00601395	0.00385384	0.00251381	0.00140812	0.000780239	0.000551295	0.000373463	0.000290181	0.000218983	0.000208042	0.000205266
	0.000131945	0.000174239	0.000180118	0.000238252	0.000314839	0.000381791	0.000535781	0.000824003	0.00122637	0.00214019	0.00314186	0.00449756	0.0056818	0.00583089	0.00623032	0.00529543	0.00431842	0.00302102	0.00175921	0.00113117	0.000693201	0.000453153	0.00032529	0.000247397	0.000228291	0.000179301	0.000175872
	0.000119208	0.000144519	0.000190406	0.000228618	0.000274994	0.000331659	0.000459521	0.000624942	0.00102862	0.00147883	0.00225662	0.00274553	0.00358456	0.00396651	0.00391475	0.00370458	0.00295178	0.00208597	0.00134639	0.000845885	0.0005575	0.000384894	0.000282506	0.000221922	0.000197264	0.000164441	0.00014011
	0.000116922	0.000118065	0.000144029	0.000174076	0.000215064	0.000273198	0.000379015	0.000478301	0.00083772	0.00126736	0.00165552	0.00214933	0.00211651	0.00242351	0.00250206	0.0024467	0.00204629	0.00142363	0.000928514	0.00065058	0.000436006	0.000302428	0.000242008	0.000192692	0.000158399	0.000151051	0.000116922
	8.52417e-05	0.00010647	0.000121984	0.000171626	0.000190406	0.000251806	0.000328229	0.000459358	0.000654173	0.000935372	0.00119894	0.00153713	0.00162808	0.0015675	0.00166319	0.00143457	0.00127226	0.000983055	0.000677851	0.000471769	0.000344886	0.00026291	0.000202	0.000151541	0.000127209	0.000109736	0.000114472
	7.95262e-05	9.48763e-05	9.94486e-05	0.00012427	0.00015448	0.000208532	0.000287895	0.000342763	0.000508021	0.000647967	0.000916103	0.000977666	0.00106438	0.00107744	0.00104233	0.000971461	0.000790363	0.000612858	0.00045054	0.000334925	0.000270748	0.000220289	0.000160522	0.000137497	0.000101082	9.71624e-05	8.80177e-05
	8.67114e-05	8.29555e-05	0.000109573	0.000119044	0.000137824	0.000174076	0.000222902	0.000302102	0.000392079	0.000524351	0.000588037	0.000712797	0.000693201	0.000708551	0.000650907	0.000591793	0.000518635	0.000454949	0.000308634	0.000259481	0.000202163	0.000165748	0.00014158	0.000115942	0.000102225	9.61827e-05	9.68359e-05
	7.8873e-05	8.44252e-05	8.2139e-05	0.0001099	0.000129822	0.000150888	0.000184854	0.000243641	0.000287895	0.000373463	0.000460011	0.000476668	0.000499856	0.000464257	0.000459358	0.000380648	0.00033917	0.000295733	0.000242171	0.000194488	0.000167054	0.0001406	0.000109573	0.000107287	9.17736e-05	7.26677e-05	7.33209e-05
	6.72789e-05	7.95262e-05	8.31188e-05	9.06305e-05	0.000107124	0.00013913	0.00016983	0.000212614	0.000251316	0.000279077	0.000342763	0.00035452	0.000349785	0.000331822	0.000306674	0.000267646	0.000251316	0.000205266	0.000196284	0.000160522	0.000145662	0.000116758	0.000124433	9.27534e-05	7.72401e-05	6.59725e-05	6.61358e-05
